WKT,FEAT_DESC,NAME,PERENNIAL,HIERARCHY,MAP_LEGEND,PERIMETER,HECTARES,myarea,myperim
"MULTIPOLYGON (((121.0739 -21.5281,121.07347 -21.52708,121.07418 -21.52713,121.07802 -21.53106,121.08143 -21.53329,121.08191 -21.5337,121.08229 -21.5341,121.08231 -21.53458,121.0817 -21.53461,121.08081 -21.53393,121.0777 -21.53194,121.07736 -21.53172,121.0739 -21.5281)))",Lake,,Perennial,Not applicable,Perennial Lake,2547.567,11.325,"113252","2549"
"MULTIPOLYGON (((117.39068 -20.9359,117.38776 -20.93333,117.38754 -20.93314,117.38358 -20.93182,117.38056 -20.93009,117.38078 -20.92925,117.38381 -20.93111,117.38669 -20.93167,117.38901 -20.93333,117.38922 -20.93348,117.39091 -20.93517,117.39068 -20.9359)))",Lake,WARAMBIE POOL,Perennial,Not applicable,Perennial Lake,2697.566,11.361,"113611","2702"
"MULTIPOLYGON (((120.49351 -20.70487,120.49292 -20.70303,120.49341 -20.70247,120.49429 -20.70279,120.49467 -20.70386,120.4963 -20.70471,120.49794 -20.70511,120.4989 -20.70497,120.49941 -20.70548,120.49937 -20.70592,120.49916 -20.70617,120.49885 -20.7063,120.49792 -20.7065,120.49573 -20.70597,120.49449 -20.70526,120.49351 -20.70487)))",Lake,WONGAWOBBIN POOL,Perennial,Not applicable,Perennial Lake,1779.443,11.335,"113353","1782"
"MULTIPOLYGON (((117.418 -21.12419,117.41907 -21.12319,117.42052 -21.12252,117.42209 -21.12105,117.42269 -21.12015,117.42354 -21.11925,117.4239 -21.11914,117.42619 -21.11689,117.42677 -21.11687,117.42655 -21.11768,117.42522 -21.11892,117.42462 -21.11993,117.42341 -21.12072,117.42281 -21.12128,117.42269 -21.12173,117.42196 -21.12263,117.42112 -21.12331,117.42003 -21.12387,117.418 -21.12419)))",Lake,POOGEE KOONTEE POOL,Perennial,Not applicable,Perennial Lake,2539.977,11.270,"112699","2541"
"MULTIPOLYGON (((119.53287 -20.46467,119.53549 -20.46565,119.53967 -20.46828,119.53728 -20.46824,119.53166 -20.46555,119.53287 -20.46467)))",Lake,CARLEECARLEETHONG POOL,Perennial,Not applicable,Perennial Lake,1879.785,11.176,"111759","1885"
"MULTIPOLYGON (((115.77458 -22.63833,115.77245 -22.63832,115.77104 -22.63795,115.76952 -22.637,115.76861 -22.63578,115.76851 -22.63424,115.76873 -22.63401,115.76899 -22.63421,115.76908 -22.63562,115.76986 -22.63667,115.77125 -22.63754,115.77251 -22.63786,115.77451 -22.63788,115.77604 -22.63745,115.77868 -22.63613,115.7827 -22.63324,115.78501 -22.6315,115.78536 -22.63153,115.78532 -22.63185,115.78312 -22.63351,115.77895 -22.63651,115.77622 -22.63787,115.77458 -22.63833)))",Lake,,Perennial,Not applicable,Perennial Lake,4463.665,10.959,"109592","4473"
"MULTIPOLYGON (((120.47499 -21.53494,120.47463 -21.53359,120.47247 -21.52885,120.47223 -21.52682,120.47259 -21.52614,120.4732 -21.52637,120.47356 -21.52727,120.47392 -21.52885,120.47416 -21.52919,120.475 -21.53167,120.47535 -21.5346,120.47499 -21.53494)))",Lake,,Perennial,Not applicable,Perennial Lake,2110.186,10.943,"109430","2101"
"MULTIPOLYGON (((116.30556 -20.9077,116.3013 -20.90693,116.29919 -20.90553,116.29784 -20.90486,116.29746 -20.90268,116.29999 -20.90479,116.30004 -20.90538,116.30052 -20.90577,116.30116 -20.90604,116.30168 -20.90582,116.3043 -20.90636,116.30628 -20.90714,116.30556 -20.9077)))",Lake,,Perennial,Not applicable,Perennial Lake,2334.302,10.979,"109794","2339"
"MULTIPOLYGON (((120.52276 -20.69358,120.52272 -20.69263,120.5262 -20.68812,120.5272 -20.68808,120.52743 -20.68876,120.525 -20.69234,120.52409 -20.69324,120.52276 -20.69358)))",Lake,,Perennial,Not applicable,Perennial Lake,1658.784,10.950,"109500","1657"
"MULTIPOLYGON (((120.60241 -20.74768,120.59993 -20.74538,120.59839 -20.74315,120.59849 -20.74248,120.59913 -20.74221,120.59996 -20.74268,120.60109 -20.74457,120.60346 -20.74674,120.60336 -20.74763,120.60241 -20.74768)))",Lake,,Perennial,Not applicable,Perennial Lake,1689.749,10.888,"108881","1689"
"MULTIPOLYGON (((116.11238 -21.01978,116.11322 -21.01922,116.11659 -21.01888,116.11959 -21.01832,116.1202 -21.01809,116.1208 -21.01674,116.12212 -21.01538,116.1226 -21.01561,116.1226 -21.01606,116.12128 -21.01753,116.12128 -21.01832,116.1208 -21.01877,116.11779 -21.01967,116.11514 -21.01967,116.11382 -21.02001,116.11274 -21.02001,116.11238 -21.01978)))",Lake,,Perennial,Not applicable,Perennial Lake,2585.141,10.867,"108667","2592"
"MULTIPOLYGON (((119.10935 -20.96447,119.10951 -20.9635,119.1104 -20.96121,119.11049 -20.9594,119.1118 -20.95722,119.11416 -20.95535,119.11527 -20.95483,119.11792 -20.95443,119.11831 -20.95455,119.11811 -20.95487,119.1155 -20.95522,119.11239 -20.95768,119.11114 -20.95954,119.11128 -20.96116,119.11009 -20.96399,119.10935 -20.96447)))",Lake,COOTERUNAH POOL,Perennial,Not applicable,Perennial Lake,3222.533,10.854,"108543","3220"
"MULTIPOLYGON (((118.00131 -20.5486,118.00059 -20.54849,118.00047 -20.54815,118.00095 -20.54781,118.00275 -20.54758,118.00406 -20.54644,118.00621 -20.54395,118.00752 -20.54338,118.01016 -20.54348,118.0122 -20.54313,118.01375 -20.5441,118.011 -20.54393,118.00765 -20.54428,118.00633 -20.54474,118.00323 -20.54803,118.00131 -20.5486)))",Lake,,Perennial,Not applicable,Perennial Lake,3219.784,10.875,"108753","3228"
"MULTIPOLYGON (((117.50009 -21.36772,117.49947 -21.36674,117.49946 -21.36535,117.49924 -21.36403,117.4996 -21.36234,117.49961 -21.36121,117.49913 -21.36053,117.49804 -21.36041,117.49655 -21.36068,117.49696 -21.35996,117.49743 -21.36005,117.49884 -21.35997,117.49973 -21.35974,117.50033 -21.36031,117.50069 -21.36121,117.50081 -21.36404,117.50044 -21.36494,117.50009 -21.36772)))",Lake,,Perennial,Not applicable,Perennial Lake,2418.903,10.803,"108028","2413"
"MULTIPOLYGON (((115.42782 -21.60131,115.42862 -21.60242,115.42867 -21.60267,115.42843 -21.60281,115.42821 -21.60265,115.4274 -21.60153,115.42688 -21.60045,115.42687 -21.59983,115.42814 -21.59903,115.42931 -21.59926,115.43079 -21.59925,115.43227 -21.5985,115.43298 -21.59782,115.43555 -21.5962,115.43752 -21.59549,115.4408 -21.59479,115.44302 -21.59457,115.44324 -21.59472,115.44317 -21.59497,115.4429 -21.59503,115.44088 -21.59523,115.43766 -21.59593,115.43577 -21.5966,115.43329 -21.59817,115.43256 -21.59886,115.43092 -21.5997,115.42926 -21.59971,115.42824 -21.59951,115.42736 -21.60007,115.42736 -21.60036,115.42782 -21.60131)))",Lake,,Perennial,Not applicable,Perennial Lake,4402.328,10.777,"107766","4415"
"MULTIPOLYGON (((116.63251 -22.51221,116.63202 -22.51255,116.63061 -22.51289,116.62758 -22.513,116.62599 -22.51353,116.62485 -22.51512,116.62449 -22.51773,116.62369 -22.51858,116.61812 -22.52203,116.61656 -22.52199,116.61631 -22.52175,116.61655 -22.52154,116.61798 -22.52158,116.62336 -22.51824,116.62402 -22.51754,116.62438 -22.51495,116.62568 -22.51316,116.62749 -22.51255,116.63054 -22.51244,116.6319 -22.51214,116.63251 -22.51221)))",Lake,,Perennial,Not applicable,Perennial Lake,4401.507,10.708,"107079","4410"
"MULTIPOLYGON (((121.14883 -21.57972,121.14941 -21.57982,121.14956 -21.58366,121.14993 -21.58637,121.14994 -21.58885,121.14922 -21.58953,121.14885 -21.58908,121.14872 -21.58603,121.14859 -21.58061,121.14883 -21.57972)))",Lake,,Perennial,Not applicable,Perennial Lake,2284.282,10.749,"107495","2272"
"MULTIPOLYGON (((117.40818 -21.13612,117.40856 -21.13456,117.41013 -21.13231,117.41146 -21.13096,117.41231 -21.1304,117.4134 -21.12871,117.41452 -21.12811,117.4144 -21.12897,117.41315 -21.13017,117.41242 -21.13141,117.41134 -21.13243,117.41013 -21.13468,117.40904 -21.13592,117.40818 -21.13612)))",Lake,WHITE SPRING POOL,Perennial,Not applicable,Perennial Lake,2289.262,10.678,"106784","2286"
"MULTIPOLYGON (((120.64742 -21.00482,120.6478 -21.00449,120.64841 -21.00399,120.64883 -21.00345,120.64896 -21.00437,120.64875 -21.00494,120.64694 -21.00821,120.64527 -21.01069,120.64503 -21.01126,120.64286 -21.01295,120.64251 -21.01306,120.6425 -21.01261,120.64288 -21.01215,120.64407 -21.01103,120.64491 -21.00979,120.64695 -21.00652,120.64742 -21.00482)))",Lake,,Perennial,Not applicable,Perennial Lake,2585.540,10.675,"106747","2580"
"MULTIPOLYGON (((117.12579 -21.14776,117.12582 -21.14514,117.12667 -21.14345,117.12656 -21.1413,117.12693 -21.14006,117.1277 -21.13932,117.12813 -21.14052,117.12812 -21.14198,117.12653 -21.14717,117.12579 -21.14776)))",Lake,,Perennial,Not applicable,Perennial Lake,2001.647,10.637,"106372","1993"
"MULTIPOLYGON (((120.83004 -21.26881,120.8296 -21.26855,120.82924 -21.26801,120.82869 -21.26659,120.82852 -21.26455,120.82874 -21.26372,120.82865 -21.26211,120.82811 -21.2606,120.82777 -21.25884,120.82773 -21.25796,120.82802 -21.25766,120.82835 -21.25783,120.82919 -21.26105,120.82931 -21.26175,120.82948 -21.26319,120.83008 -21.26371,120.83003 -21.26407,120.82949 -21.26403,120.82932 -21.26427,120.82926 -21.26461,120.82967 -21.267,120.83018 -21.26822,120.83004 -21.26881)))",Lake,,Perennial,Not applicable,Perennial Lake,2696.171,10.530,"105297","2685"
"MULTIPOLYGON (((120.83632 -20.83161,120.8357 -20.83129,120.83558 -20.8298,120.83485 -20.82832,120.83307 -20.82637,120.83326 -20.8256,120.8342 -20.8256,120.83608 -20.82758,120.83701 -20.8295,120.83702 -20.83107,120.83632 -20.83161)))",Lake,CALBINE POOL,Perennial,Not applicable,Perennial Lake,1688.252,10.550,"105503","1685"
"MULTIPOLYGON (((119.20187 -20.26639,119.20016 -20.26534,119.19964 -20.26502,119.19649 -20.26073,119.19511 -20.25923,119.1961 -20.25768,119.19711 -20.2598,119.19853 -20.26206,119.20187 -20.26639)))",Lake,MARLOO POOL,Perennial,Not applicable,Perennial Lake,2420.458,10.550,"105498","2417"
"MULTIPOLYGON (((120.17193 -20.79384,120.1713 -20.79349,120.17123 -20.79275,120.17265 -20.79103,120.17384 -20.78834,120.17451 -20.7879,120.17535 -20.78813,120.17547 -20.78871,120.17456 -20.78987,120.17391 -20.79175,120.17249 -20.79361,120.17193 -20.79384)))",Lake,,Perennial,Not applicable,Perennial Lake,1662.143,10.498,"104976","1659"
"MULTIPOLYGON (((120.60812 -20.75238,120.60445 -20.75211,120.60357 -20.75113,120.60387 -20.75056,120.60441 -20.75043,120.60497 -20.75076,120.60815 -20.751,120.61008 -20.75071,120.61064 -20.75125,120.61023 -20.752,120.60812 -20.75238)))",Lake,,Perennial,Not applicable,Perennial Lake,1653.605,10.493,"104928","1659"
"MULTIPOLYGON (((120.07646 -20.61923,120.07874 -20.61821,120.0796 -20.61762,120.08228 -20.61736,120.08272 -20.61745,120.08296 -20.61767,120.08307 -20.61796,120.08264 -20.61865,120.08013 -20.61892,120.07725 -20.62034,120.07696 -20.62039,120.07635 -20.62031,120.07614 -20.62013,120.07613 -20.61972,120.07646 -20.61923)))",Lake,MUCCANOO POOL,Perennial,Not applicable,Perennial Lake,1691.149,10.501,"105012","1696"
"MULTIPOLYGON (((120.56822 -20.71528,120.56742 -20.71528,120.56586 -20.71372,120.56314 -20.71179,120.56305 -20.71081,120.56427 -20.71064,120.56685 -20.71273,120.56846 -20.71438,120.56822 -20.71528)))",Lake,,Perennial,Not applicable,Perennial Lake,1617.495,10.447,"104469","1618"
"MULTIPOLYGON (((121.11119 -21.75896,121.11129 -21.75814,121.11277 -21.75427,121.11295 -21.75374,121.1128 -21.74661,121.11319 -21.74601,121.11354 -21.74665,121.11362 -21.75358,121.11318 -21.75548,121.11202 -21.75818,121.11119 -21.75896)))",Lake,,Perennial,Not applicable,Perennial Lake,2997.307,10.320,"103202","2981"
"MULTIPOLYGON (((118.03567 -20.52655,118.03335 -20.52735,118.02954 -20.52723,118.02869 -20.52621,118.03118 -20.52577,118.03611 -20.52575,118.0359 -20.52614,118.03567 -20.52655)))",Lake,GOOBANCARLERA POOL,Perennial,Not applicable,Perennial Lake,1670.824,10.400,"103998","1677"
"MULTIPOLYGON (((115.60676 -22.61537,115.60185 -22.61279,115.60142 -22.61252,115.59091 -22.60465,115.59088 -22.60434,115.59123 -22.60431,115.60173 -22.61217,115.6021 -22.6124,115.607 -22.61497,115.60709 -22.61528,115.60676 -22.61537)))",Lake,,Perennial,Not applicable,Perennial Lake,4166.193,10.245,"102447","4174"
"MULTIPOLYGON (((120.17498 -20.78589,120.17384 -20.78414,120.17356 -20.782,120.17449 -20.78081,120.17623 -20.78026,120.17671 -20.78052,120.17685 -20.78115,120.17512 -20.78229,120.17528 -20.78378,120.17588 -20.7852,120.17539 -20.78588,120.17498 -20.78589)))",Lake,,Perennial,Not applicable,Perennial Lake,1640.539,10.327,"103270","1638"
"MULTIPOLYGON (((117.60919 -21.84974,117.60632 -21.84854,117.60559 -21.84843,117.6045 -21.84786,117.6039 -21.84718,117.6033 -21.84583,117.60318 -21.84481,117.60354 -21.84421,117.60427 -21.84481,117.60487 -21.84628,117.60547 -21.84696,117.60608 -21.8473,117.6074 -21.84753,117.60849 -21.84843,117.60919 -21.84974)))",Lake,,Perennial,Not applicable,Perennial Lake,1876.792,10.242,"102416","1877"
"MULTIPOLYGON (((119.85878 -21.83936,119.85842 -21.83936,119.85748 -21.8388,119.85728 -21.83728,119.85669 -21.83675,119.85635 -21.8361,119.85514 -21.83531,119.85344 -21.8334,119.85344 -21.83234,119.85695 -21.83531,119.85806 -21.83701,119.85817 -21.83756,119.85938 -21.83857,119.85935 -21.83906,119.85878 -21.83936)))",Lake,,Perennial,Not applicable,Perennial Lake,2095.967,10.112,"101118","2094"
"MULTIPOLYGON (((121.05478 -21.29933,121.05442 -21.30102,121.0537 -21.30091,121.05393 -21.29797,121.05381 -21.29752,121.0535 -21.29247,121.05355 -21.2912,121.05423 -21.29134,121.05441 -21.29165,121.05453 -21.29583,121.05489 -21.29729,121.05489 -21.29876,121.05478 -21.29933)))",Lake,,Perennial,Not applicable,Perennial Lake,2323.413,10.138,"101384","2312"
"MULTIPOLYGON (((115.87159 -22.60396,115.87155 -22.60374,115.8716 -22.60366,115.87386 -22.6015,115.87514 -22.6012,115.87735 -22.60085,115.87877 -22.60042,115.88015 -22.59963,115.88269 -22.59858,115.88508 -22.59724,115.88752 -22.59662,115.88876 -22.59637,115.88904 -22.59652,115.88889 -22.5968,115.88762 -22.59706,115.8853 -22.59764,115.88291 -22.59899,115.88036 -22.60004,115.879 -22.60082,115.87745 -22.60129,115.87523 -22.60164,115.8741 -22.6019,115.8719 -22.60402,115.87178 -22.60405,115.87159 -22.60396)))",Lake,BOOLALOO POOL,Perennial,Not applicable,Perennial Lake,4069.683,9.937,"99373","4086"
"MULTIPOLYGON (((116.25656 -20.899,116.25641 -20.90057,116.25513 -20.89847,116.25525 -20.8962,116.25511 -20.89215,116.25595 -20.89149,116.25656 -20.899)))",Lake,,Perennial,Not applicable,Perennial Lake,2100.199,9.940,"99403","2091"
"MULTIPOLYGON (((120.14105 -20.6397,120.13605 -20.63869,120.13559 -20.63812,120.13592 -20.63748,120.13693 -20.63732,120.14133 -20.63821,120.14162 -20.63952,120.14105 -20.6397)))",Lake,,Perennial,Not applicable,Perennial Lake,1473.256,9.847,"98470","1478"
"MULTIPOLYGON (((117.55429 -21.83014,117.55337 -21.82902,117.55277 -21.82722,117.55264 -21.82609,117.5518 -21.82484,117.5514 -21.82273,117.55229 -21.82315,117.55302 -21.82406,117.55422 -21.82711,117.55445 -21.82801,117.55429 -21.83014)))",Lake,MOOTANA POOL,Perennial,Not applicable,Perennial Lake,1826.741,9.637,"96372","1819"
"MULTIPOLYGON (((120.45812 -21.29425,120.45906 -21.29287,120.46063 -21.29039,120.46149 -21.28802,120.4622 -21.28792,120.46268 -21.28824,120.46195 -21.29062,120.46074 -21.29243,120.4593 -21.29423,120.45862 -21.29427,120.45812 -21.29425)))",Lake,,Perennial,Not applicable,Perennial Lake,1799.468,9.634,"96342","1796"
"MULTIPOLYGON (((120.56275 -20.70615,120.56257 -20.70645,120.56181 -20.70647,120.5585 -20.70523,120.55675 -20.70499,120.55644 -20.70448,120.55675 -20.70375,120.55901 -20.70395,120.5624 -20.70523,120.56275 -20.70615)))",Lake,,Perennial,Not applicable,Perennial Lake,1545.747,9.560,"95602","1550"
"MULTIPOLYGON (((117.00135 -21.55556,117.0 -21.55495,116.99956 -21.55475,116.99903 -21.55446,116.9986 -21.55418,116.99817 -21.55369,116.99922 -21.55369,117.0 -21.55385,117.00136 -21.55413,117.0018 -21.55455,117.00375 -21.55554,117.00601 -21.55638,117.00686 -21.55718,117.00687 -21.55769,117.0067 -21.55787,117.00613 -21.55785,117.00531 -21.55714,117.00421 -21.55635,117.0031 -21.55598,117.00179 -21.55568,117.00135 -21.55556)))",Lake,,Perennial,Not applicable,Perennial Lake,2105.752,9.455,"94552","2112"
"MULTIPOLYGON (((115.4353 -21.59053,115.43122 -21.59179,115.4301 -21.59203,115.42651 -21.59205,115.42589 -21.59234,115.42513 -21.59337,115.42514 -21.59392,115.42612 -21.59562,115.42606 -21.59638,115.42588 -21.59659,115.42567 -21.59682,115.42541 -21.59681,115.42532 -21.59658,115.42559 -21.59622,115.42563 -21.59572,115.42465 -21.59404,115.42465 -21.59323,115.42556 -21.59199,115.42639 -21.5916,115.43004 -21.59158,115.43109 -21.59135,115.43521 -21.59008,115.43752 -21.58997,115.43781 -21.58996,115.43802 -21.59012,115.43793 -21.59036,115.43765 -21.59041,115.4353 -21.59053)))",Lake,,Perennial,Not applicable,Perennial Lake,3819.154,9.363,"93633","3829"
"MULTIPOLYGON (((119.50999 -20.44243,119.5088 -20.4423,119.50764 -20.44145,119.5025 -20.43952,119.49999 -20.43805,119.49633 -20.4351,119.49606 -20.4338,119.49796 -20.43579,119.50178 -20.43873,119.50597 -20.4401,119.50999 -20.44243)))",Lake,,Perennial,Not applicable,Perennial Lake,3573.338,9.382,"93819","3580"
"MULTIPOLYGON (((116.00088 -22.63788,115.99946 -22.63866,115.99849 -22.63876,115.99751 -22.63921,115.99459 -22.6392,115.99338 -22.63886,115.99253 -22.63817,115.99306 -22.63769,115.99423 -22.63818,115.99654 -22.63819,115.99995 -22.63742,116.00096 -22.63761,116.00088 -22.63788)))",Lake,,Perennial,Not applicable,Perennial Lake,1862.308,9.175,"91752","1872"
"MULTIPOLYGON (((119.71112 -21.27272,119.70958 -21.27136,119.70886 -21.27024,119.70813 -21.26832,119.70759 -21.266,119.70821 -21.26436,119.70873 -21.2655,119.70861 -21.26651,119.70885 -21.26775,119.70958 -21.26956,119.7117 -21.27219,119.71112 -21.27272)))",Lake,,Perennial,Not applicable,Perennial Lake,2105.179,9.243,"92425","2098"
"MULTIPOLYGON (((119.23506 -20.2958,119.23565 -20.29652,119.23738 -20.29764,119.23847 -20.29854,119.2381 -20.29855,119.23778 -20.29855,119.23607 -20.29728,119.23476 -20.29712,119.23258 -20.29634,119.23013 -20.29586,119.22904 -20.29519,119.22763 -20.29491,119.22673 -20.29458,119.22563 -20.29387,119.22478 -20.29306,119.22479 -20.29246,119.2269 -20.29403,119.22776 -20.29444,119.22912 -20.29464,119.23012 -20.29543,119.2328 -20.29587,119.23465 -20.29644,119.23506 -20.2958)))",Lake,,Perennial,Not applicable,Perennial Lake,3356.350,9.276,"92760","3364"
"MULTIPOLYGON (((120.19581 -21.72236,120.19581 -21.72179,120.19678 -21.7201,120.19691 -21.71886,120.19728 -21.71762,120.19825 -21.71638,120.19922 -21.71582,120.19921 -21.71785,120.19812 -21.71898,120.19787 -21.72045,120.19666 -21.72202,120.19581 -21.72236)))",Lake,,Perennial,Not applicable,Perennial Lake,1717.096,9.188,"91884","1712"
"MULTIPOLYGON (((117.44097 -21.0975,117.44118 -21.09671,117.44203 -21.09581,117.44296 -21.09397,117.44336 -21.09254,117.44481 -21.08972,117.44573 -21.08886,117.44553 -21.09029,117.44481 -21.09175,117.44408 -21.09277,117.44341 -21.0944,117.44311 -21.09491,117.44311 -21.09649,117.44274 -21.09706,117.44214 -21.09739,117.44097 -21.0975)))",Lake,,Perennial,Not applicable,Perennial Lake,2275.516,9.206,"92057","2269"
"MULTIPOLYGON (((120.80522 -20.81111,120.8015 -20.8096,120.80097 -20.80881,120.80152 -20.8082,120.80646 -20.81002,120.80685 -20.8108,120.80667 -20.8111,120.80627 -20.8113,120.80522 -20.81111)))",Lake,,Perennial,Not applicable,Perennial Lake,1454.576,9.076,"90757","1458"
"MULTIPOLYGON (((119.9993 -21.74606,120.0 -21.746,120.00013 -21.74599,120.0 -21.74676,119.99993 -21.74701,119.99936 -21.74787,119.99876 -21.75024,119.99877 -21.75249,119.99781 -21.75306,119.9972 -21.75306,119.99607 -21.75228,119.9972 -21.75227,119.99792 -21.75159,119.99791 -21.74934,119.99827 -21.74843,119.99827 -21.74753,119.9993 -21.74606)))",Lake,,Perennial,Not applicable,Perennial Lake,2036.557,9.009,"90085","2032"
"MULTIPOLYGON (((120.26214 -20.84102,120.26179 -20.84024,120.26195 -20.83951,120.26337 -20.83732,120.26517 -20.83634,120.26597 -20.83671,120.26593 -20.83737,120.26456 -20.8381,120.263 -20.84092,120.26214 -20.84102)))",Lake,,Perennial,Not applicable,Perennial Lake,1449.838,9.018,"90177","1449"
"MULTIPOLYGON (((119.81268 -20.58784,119.81023 -20.5866,119.81215 -20.5866,119.81635 -20.58784,119.82006 -20.58852,119.82186 -20.5892,119.82239 -20.58961,119.82358 -20.59051,119.82018 -20.58909,119.81814 -20.58863,119.81268 -20.58784)))",Lake,,Perennial,Not applicable,Perennial Lake,2946.856,9.001,"90012","2958"
"MULTIPOLYGON (((120.40588 -21.64893,120.40927 -21.64623,120.40963 -21.64555,120.41254 -21.64251,120.4129 -21.64251,120.41278 -21.64319,120.41229 -21.6442,120.41012 -21.64612,120.40963 -21.64702,120.40782 -21.6486,120.40612 -21.64938,120.40588 -21.64893)))",Lake,,Perennial,Not applicable,Perennial Lake,2162.854,8.869,"88691","2162"
"MULTIPOLYGON (((120.87945 -21.13351,120.87945 -21.13284,120.87981 -21.13227,120.87993 -21.13058,120.88041 -21.12866,120.88076 -21.12746,120.88089 -21.12695,120.88137 -21.12595,120.88185 -21.12505,120.88221 -21.12478,120.88245 -21.12471,120.88253 -21.12493,120.88233 -21.12606,120.88185 -21.12697,120.88137 -21.12877,120.88101 -21.12922,120.88078 -21.13205,120.8803 -21.13306,120.87945 -21.13351)))",Lake,,Perennial,Not applicable,Perennial Lake,2135.368,8.869,"88687","2127"
